3997.00492267540	7514.3201351166	27	55
3997.124145988	7514.2858028412	28	55
3997.2396672829	7514.2541527748	27.75	56
3997.433294683	7514.2187476158	29	54
3997.6606251601	7514.1667127609	30	53
3997.7004997084	7514.4419074059	31	55
3997.740374024	7514.7830843926	32	55
3997.7958688182	7515.2535438538	24	53
3997.8715054418	7515.7299041748	20	54
3997.9224774767	7516.0946846008	18	57
3997.9652279226	7516.491651535	24	59
